Unnamed: 0,Reaction ID,Reaction (Long),Reaction (short),Reversible,Gene,Enzyme,Subsystem,TurnoverNumber
,R07856,"beta-Zeacarotene = 7,8-Dihydro-beta-carotene",C05434 <=> C16291,True,,5.5.1.19,rn00906,
,R07881,2-Naphthoyl-CoA + H2O = 2-Naphthoic acid + CoA,C14120 + C00001 <=> C14101 + C00010,True,,2.8.3.-,rn00626,
,R07888,OPC8-CoA + FAD = trans-2-Enoyl-OPC8-CoA + FADH2,C16327 + C00016 <=> C16328 + C01352,True,,1.3.3.6,rn00592,
,R07889,3-Hydroxy-OPC8-CoA = trans-2-Enoyl-OPC8-CoA + H2O,C16329 <=> C16328 + C00001,True,NZ_AEYC01000076.1:65779..66582 or complement(NZ_AEYC01000050.1:11011..11862) or complement(NZ_AEYC01000089.1:24584..25372) or NZ_AEYC01000088.1:341279..342058,4.2.1.17        4.2.1.74,rn00592,
,R07890,3-Hydroxy-OPC8-CoA + NAD+ = 3-Oxo-OPC8-CoA + NADH + H+,C16329 + C00003 <=> C16330 + C00004 + C00080,True,,1.1.1.35        1.1.1.211,rn00592,
,R07891,OPC6-CoA + Acetyl-CoA = CoA + 3-Oxo-OPC8-CoA,C16331 + C00024 <=> C00010 + C16330,True,,2.3.1.16,rn00592,1.4
,R07892,OPC6-CoA + FAD = trans-2-Enoyl-OPC6-CoA + FADH2,C16331 + C00016 <=> C16332 + C01352,True,,1.3.3.6,rn00592,
,R07893,3-Hydroxy-OPC6-CoA = trans-2-Enoyl-OPC6-CoA + H2O,C16333 <=> C16332 + C00001,True,NZ_AEYC01000076.1:65779..66582 or complement(NZ_AEYC01000050.1:11011..11862) or complement(NZ_AEYC01000089.1:24584..25372) or NZ_AEYC01000088.1:341279..342058,4.2.1.17        4.2.1.74,rn00592,
,R07894,3-Hydroxy-OPC6-CoA + NAD+ = 3-Oxo-OPC6-CoA + NADH + H+,C16333 + C00003 <=> C16334 + C00004 + C00080,True,,1.1.1.35        1.1.1.211,rn00592,
,R07895,OPC4-CoA + Acetyl-CoA = CoA + 3-Oxo-OPC6-CoA,C16335 + C00024 <=> C00010 + C16334,True,,2.3.1.16,rn00592,1.4
,R07896,OPC4-CoA + FAD = trans-2-Enoyl-OPC4-CoA + FADH2,C16335 + C00016 <=> C16336 + C01352,True,,1.3.3.6,rn00592,
,R07897,3-Hydroxy-OPC4-CoA = trans-2-Enoyl-OPC4-CoA + H2O,C16337 <=> C16336 + C00001,True,NZ_AEYC01000076.1:65779..66582 or complement(NZ_AEYC01000050.1:11011..11862) or complement(NZ_AEYC01000089.1:24584..25372) or NZ_AEYC01000088.1:341279..342058,4.2.1.17        4.2.1.74,rn00592,
,R07898,3-Hydroxy-OPC4-CoA + NAD+ = 3-Oxo-OPC4-CoA + NADH + H+,C16337 + C00003 <=> C16338 + C00004 + C00080,True,,1.1.1.35        1.1.1.211,rn00592,
,R07899,(+)-7-Isojasmonic acid CoA + Acetyl-CoA = CoA + 3-Oxo-OPC4-CoA,C16339 + C00024 <=> C00010 + C16338,True,,2.3.1.16,rn00592,1.4
,R07916,Geranylgeranyl diphosphate = Phytoene,C00353 <=> C05413,True,,2.5.1.32,not exist,
,R07934,"(6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosahexaenoyl-CoA + FAD =(2E,6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosahepta-2,6,9,12,15,18,21-enoyl-CoA + FADH2",C16168 + C00016 <=> C16374 + C01352,True,,1.3.3.6,rn01040,
,R07937,"(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA + Acetyl-CoA = CoA +(6Z,9Z,12Z,15Z,18Z,21Z)-3-Oxotetracosahexa-6,9,12,15,18,21-enoyl-CoA",C16169 + C00024 <=> C00010 + C16376,True,,2.3.1.16,rn01040,1.4
,R07939,"Caffeine + NADPH + Oxygen + H+ = 1,7-Dimethylxanthine + NADP+ +Formaldehyde + H2O",C07481 + C00005 + C00007 + C00080 <=> C13747 + C00006 + C00067 +C00001,False,,1.13.12.-       1.14.14.1,rn00232,
,R07940,"1,7-Dimethylxanthine = 5-Acetylamino-6-formylamino-3-methyluracil",C13747 <=> C16365,True,,2.3.1.5,rn00232,
,R07943,"1,7-Dimethylxanthine = 1-Methylxanthine",C13747 <=> C16358,True,,1.14.14.1,rn00232,
,R07945,"1,7-Dimethylxanthine = 1,7-Dimethyluric acid",C13747 <=> C16356,True,,1.14.14.1,rn00232,
,R07950,"(6Z,9Z,12Z,15Z,18Z)-Tetracosapentaenoyl-CoA + FAD =(2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexa-2,6,9,12,15,18-enoyl-CoA +FADH2",C16172 + C00016 <=> C16387 + C01352,True,,1.3.3.6,rn01040,
,R07951,"(6Z,9Z,12Z,15Z,18Z)-3-Hydroxytetracosapenta-6,9,12,15,18-enoyl-CoA= (2E,6Z,9Z,12Z,15Z,18Z)-Tetracosahexa-2,6,9,12,15,18-enoyl-CoA +H2O",C16388 <=> C16387 + C00001,True,,4.2.1.-,rn01040,
,R07953,"(4Z,7Z,10Z,13Z,16Z)-Docosapentaenoyl-CoA + Acetyl-CoA = CoA +(6Z,9Z,12Z,15Z,18Z)-3-Oxotetracosapenta-6,9,12,15,18-enoyl-CoA",C16173 + C00024 <=> C00010 + C16389,True,,2.3.1.16,rn01040,1.4
,R07954,"Caffeine + NADH + H+ + Oxygen = 1,7-Dimethylxanthine + NAD+ +Formaldehyde + H2O",C07481 + C00004 + C00080 + C00007 <=> C13747 + C00003 + C00067 +C00001,False,,1.13.12.-,rn00232,
,R07955,Caffeine + NADH + H+ + Oxygen = Theobromine + NAD+ + Formaldehyde+ H2O,C07481 + C00004 + C00080 + C00007 <=> C07480 + C00003 + C00067 +C00001,False,,1.13.12.-,rn00232,
,R07956,Caffeine + NADPH + H+ + Oxygen = Theobromine + NADP+ +Formaldehyde + H2O,C07481 + C00005 + C00080 + C00007 <=> C07480 + C00006 + C00067 +C00001,False,,1.13.12.-,rn00232,
,R07957,"1,7-Dimethylxanthine + NADH + H+ + Oxygen = 7-Methylxanthine +NAD+ + Formaldehyde + H2O",C13747 + C00004 + C00080 + C00007 <=> C16353 + C00003 + C00067 +C00001,False,,1.13.12.-,rn00232,
,R07958,"1,7-Dimethylxanthine + NADPH + H+ + Oxygen = 7-Methylxanthine +NADP+ + Formaldehyde + H2O",C13747 + C00005 + C00080 + C00007 <=> C16353 + C00006 + C00067 +C00001,False,,1.13.12.-,rn00232,
,R07959,"1,7-Dimethylxanthine + NADH + H+ + Oxygen = 1-Methylxanthine +NAD+ + Formaldehyde + H2O",C13747 + C00004 + C00080 + C00007 <=> C16358 + C00003 + C00067 +C00001,False,,1.13.12.-,rn00232,
,R07960,"1,7-Dimethylxanthine + NADPH + H+ + Oxygen = 1-Methylxanthine +NADP+ + Formaldehyde + H2O",C13747 + C00005 + C00080 + C00007 <=> C16358 + C00006 + C00067 +C00001,False,,1.13.12.-,rn00232,
,R07961,Theobromine + NADH + H+ + Oxygen = 7-Methylxanthine + NAD+ +Formaldehyde + H2O,C07480 + C00004 + C00080 + C00007 <=> C16353 + C00003 + C00067 +C00001,False,,1.13.12.-,rn00232,
,R07962,Theobromine + NADPH + H+ + Oxygen = 7-Methylxanthine + NADP+ +Formaldehyde + H2O,C07480 + C00005 + C00080 + C00007 <=> C16353 + C00006 + C00067 +C00001,False,,1.13.12.-,rn00232,
,R07963,Theobromine + NADH + H+ + Oxygen = 3-Methylxanthine + NAD+ +Formaldehyde + H2O,C07480 + C00004 + C00080 + C00007 <=> C16357 + C00003 + C00067 +C00001,False,,1.13.12.-,rn00232,
,R07964,Theobromine + NADPH + H+ + Oxygen = 3-Methylxanthine + NADP+ +Formaldehyde + H2O,C07480 + C00005 + C00080 + C00007 <=> C16357 + C00006 + C00067 +C00001,False,,1.13.12.-,rn00232,
,R07965,7-Methylxanthine + NADH + H+ + Oxygen = Xanthine + NAD+ +Formaldehyde + H2O,C16353 + C00004 + C00080 + C00007 <=> C00385 + C00003 + C00067 +C00001,False,,1.14.13.128,rn00232,0.16
,R07966,7-Methylxanthine + NADPH + H+ + Oxygen = Xanthine + NADP+ +Formaldehyde + H2O,C16353 + C00005 + C00080 + C00007 <=> C00385 + C00006 + C00067 +C00001,False,,1.14.13.128,rn00232,0.16
,R07967,3-Methylxanthine + NADH + H+ + Oxygen = Xanthine + NAD+ +Formaldehyde + H2O,C16357 + C00004 + C00080 + C00007 <=> C00385 + C00003 + C00067 +C00001,False,,1.13.12.-,rn00232,
,R07968,3-Methylxanthine + NADPH + H+ + Oxygen = Xanthine + NADP+ +Formaldehyde + H2O,C16357 + C00005 + C00080 + C00007 <=> C00385 + C00006 + C00067 +C00001,False,,1.13.12.-,rn00232,
,R07969,1-Methylxanthine + NADH + H+ + Oxygen = Xanthine + NAD+ +Formaldehyde + H2O,C16358 + C00004 + C00080 + C00007 <=> C00385 + C00003 + C00067 +C00001,False,,1.13.12.-,rn00232,
,R07970,1-Methylxanthine + NADPH + H+ + Oxygen = Xanthine + NADP+ +Formaldehyde + H2O,C16358 + C00005 + C00080 + C00007 <=> C00385 + C00006 + C00067 +C00001,False,,1.13.12.-,rn00232,
,R07971,Caffeine + NADH + H+ + Oxygen = Theophylline + NAD+ + Formaldehyde+ H2O,C07481 + C00004 + C00080 + C00007 <=> C07130 + C00003 + C00067 +C00001,False,,1.13.12.-,rn00232,
,R07972,Caffeine + NADPH + H+ + Oxygen = Theophylline + NADP+ +Formaldehyde + H2O,C07481 + C00005 + C00080 + C00007 <=> C07130 + C00006 + C00067 +C00001,False,,1.13.12.-,rn00232,
,R07973,Theophylline + NADH + H+ + Oxygen = 3-Methylxanthine + NAD+ +Formaldehyde + H2O,C07130 + C00004 + C00080 + C00007 <=> C16357 + C00003 + C00067 +C00001,False,,1.13.12.-,rn00232,
,R07974,Theophylline + NADPH + H+ + Oxygen = 3-Methylxanthine + NADP+ +Formaldehyde + H2O,C07130 + C00005 + C00080 + C00007 <=> C16357 + C00006 + C00067 +C00001,False,,1.13.12.-,rn00232,
,R07975,Theophylline + NADH + H+ + Oxygen = 1-Methylxanthine + NAD+ +Formaldehyde + H2O,C07130 + C00004 + C00080 + C00007 <=> C16358 + C00003 + C00067 +C00001,False,,1.13.12.-,rn00232,
,R07976,Theophylline + NADPH + H+ + Oxygen = 1-Methylxanthine + NADP+ +Formaldehyde + H2O,C07130 + C00005 + C00080 + C00007 <=> C16358 + C00006 + C00067 +C00001,False,,1.13.12.-,rn00232,
,R07981,"1,3,7-Trimethyluric acid + Oxygen + 2 H2O =3,6,8-Trimethylallantoin + CO2 + H2O2",C16361 + C00007 + 2 C00001 <=> C16362 + C00011 + C00027,False,,1.7.3.3,rn00232,
,R07987,Cinnamoyl-CoA + 3 Malonyl-CoA = Pinocembrin chalcone + 4 CoA + 3CO2,C00540 + 3 C00083 <=> C16404 + 4 C00010 + 3 C00011,False,,2.3.1.74,rn00941,0.038
,R07988,Caffeoyl-CoA + 3 Malonyl-CoA = Eriodictyol chalcone + 4 CoA + 3CO2,C00323 + 3 C00083 <=> C15525 + 4 C00010 + 3 C00011,False,,2.3.1.74,rn00941,0.038
,R07989,Feruloyl-CoA + 3 Malonyl-CoA = Homoeriodictyol chalcone + 4 CoA +3 CO2,C00406 + 3 C00083 <=> C16405 + 4 C00010 + 3 C00011,False,,2.3.1.74,rn00941,0.038
,R08034,"2,4-Diamino-6-nitrotoluene = 2,4-Diamino-6-hydroxylaminotoluene",C16396 <=> C16399,True,,1.2.7.1         1.2.99.2        1.12.99.6,rn00633,
,R08036,"2,4-Diamino-6-nitrotoluene + Acetyl-CoA =4-Acetamido-2-amino-6-nitrotoluene + CoA",C16396 + C00024 <=> C16420 + C00010,True,,2.3.1.5,rn00633,
,R08050,Ectoine + 2-Oxoglutarate + Oxygen = 5-Hydroxyectoine + Succinate +CO2,C06231 + C00026 + C00007 <=> C16432 + C00042 + C00011,False,,1.14.11.-,rn00260,
,R08056,D-Glucarate = 2-Dehydro-3-deoxy-D-glucarate + H2O,C00818 <=> C03921 + C00001,True,,4.2.1.40,rn00053,0.00033
,R08090,3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA =7-Methyl-3-oxo-6-octenoyl-CoA + Acetate,C04675 <=> C16466 + C00033,True,,4.1.3.4         4.1.3.26,rn00281,
,R08091,7-Methyl-3-oxo-6-octenoyl-CoA + CoA = 5-Methylhex-4-enoyl-CoA +Acetyl-CoA,C16466 + C00010 <=> C16470 + C00024,True,,2.3.1.16,rn00281,
,R08092,"5-Methylhex-4-enoyl-CoA + FAD = (2E)-5-Methylhexa-2,4-dienoyl-CoA+ FADH2",C16470 + C00016 <=> C16468 + C01352,True,,1.3.99.-,not exist,
,R08093,"(2E)-5-Methylhexa-2,4-dienoyl-CoA + H2O =3-Hydroxy-5-methylhex-4-enoyl-CoA",C16468 + C00001 <=> C16469,True,NZ_AEYC01000076.1:65779..66582 or complement(NZ_AEYC01000050.1:11011..11862) or complement(NZ_AEYC01000089.1:24584..25372) or NZ_AEYC01000088.1:341279..342058,4.2.1.17,rn00281,
,R08094,3-Hydroxy-5-methylhex-4-enoyl-CoA + NAD+ =5-Methyl-3-oxo-4-hexenoyl-CoA + NADH + H+,C16469 + C00003 <=> C16471 + C00004 + C00080,True,,1.1.1.35,rn00281,
,R08095,5-Methyl-3-oxo-4-hexenoyl-CoA + CoA = 3-Methylcrotonyl-CoA +Acetyl-CoA,C16471 + C00010 <=> C03069 + C00024,True,,2.3.1.16,rn00281,
,R08097,Geranic acid + CoA = trans-Geranyl-CoA + H2O,C16461 + C00010 <=> C16465 + C00001,True,,2.8.3.-,rn00281,
,R08100,"2-Fluorobenzoate + NADH + H+ + Oxygen =2-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate + NAD+",C02359 + C00004 + C00080 + C00007 <=> C16482 + C00003,False,,1.14.12.10,rn00364,
,R08101,"2-Fluorobenzoate + NADH + H+ + Oxygen =6-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate + NAD+",C02359 + C00004 + C00080 + C00007 <=> C16481 + C00003,False,,1.14.12.10,rn00364,
,R08108,"3-Fluorobenzoate + NADH + Oxygen + H+ =3-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate + NAD+",C02364 + C00004 + C00007 + C00080 <=> C16478 + C00003,False,,1.14.12.10,rn00364,
,R08109,"3-Fluorobenzoate + NADH + H+ + Oxygen =5-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate + NAD+",C02364 + C00004 + C00080 + C00007 <=> C16479 + C00003,False,,1.14.12.10,rn00364,
,R08110,"4-Fluorobenzoate + NADH + H+ + Oxygen =4-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate + NAD+",C02371 + C00004 + C00080 + C00007 <=> C16480 + C00003,False,,1.14.12.10,rn00364,
,R08114,"3-Fluorocatechol + Oxygen = 2-Fluoro-cis,cis-muconate",C16472 + C00007 <=> C16475,False,,1.13.11.1,rn00364,
,R08115,"4-Fluorocatechol + Oxygen = 3-Fluoro-cis,cis-muconate",C16473 + C00007 <=> C16474,False,,1.13.11.1,rn00364,3.4
,R08116,"3-Fluoro-cis,cis-muconate = 4-Fluoromuconolactone",C16474 <=> C16476,True,,5.5.1.1,rn00364,156000
,R08120,5-Fluoromuconolactone + H2O = 2-Maleylacetate + Hydrofluoric acid,C16477 + C00001 <=> C02222 + C16487,True,,3.1.1.45,rn00364,
,R08121,4-Fluoromuconolactone + H2O = 2-Maleylacetate + Hydrofluoric acid,C16476 + C00001 <=> C02222 + C16487,True,,3.1.1.45,rn00364,1630
,R08165,Isochorismate + 2-Oxoglutarate =2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate + CO2,C00885 + C00026 <=> C16519 + C00011,False,,2.2.1.9,rn00130,0.0025
,R08174,Stearoyl-CoA + H2O = CoA + Octadecanoic acid,C00412 + C00001 <=> C00010 + C01530,True,,3.1.2.2,rn01040,0.019
,R08175,Eicosanoyl-CoA + H2O = CoA + Icosanoic acid,C02041 + C00001 <=> C00010 + C06425,True,,3.1.2.2,rn01040,
,R08176,Oleoyl-CoA + H2O = CoA + (9Z)-Octadecenoic acid,C00510 + C00001 <=> C00010 + C00712,True,,3.1.2.2,rn01040,
,R08177,Linoleoyl-CoA + H2O = CoA + Linoleate,C02050 + C00001 <=> C00010 + C01595,True,,3.1.2.2,rn01040,
,R08178,"(9Z,12Z,15Z)-Octadecatrienoyl-CoA + H2O = CoA +(9Z,12Z,15Z)-Octadecatrienoic acid",C16162 + C00001 <=> C00010 + C06427,True,,3.1.2.2,rn01040,
,R08179,"(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoyl-CoA + H2O = CoA +(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid",C16165 + C00001 <=> C00010 + C06428,True,,3.1.2.2,rn01040,
,R08180,"(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA + H2O = CoA +(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid",C16169 + C00001 <=> C00010 + C06429,True,,3.1.2.2,rn01040,
,R08181,"gamma-Linolenoyl-CoA + H2O = CoA + (6Z,9Z,12Z)-Octadecatrienoicacid",C03035 + C00001 <=> C00010 + C06426,True,,3.1.2.2,rn01040,
,R08182,"8,11,14-Eicosatrienoyl-CoA + H2O = CoA +(8Z,11Z,14Z)-Icosatrienoic acid",C03595 + C00001 <=> C00010 + C03242,True,,3.1.2.2,rn01040,
,R08183,"Arachidonyl-CoA + H2O = CoA + (5Z,8Z,11Z,14Z)-Icosatetraenoic acid",C02249 + C00001 <=> C00010 + C00219,True,,3.1.2.2,rn01040,
,R08198,2-Hydroxyglutarate + NAD+ = 2-Oxoglutarate + NADH + H+,C02630 + C00003 <=> C00026 + C00004 + C00080,True,,1.1.1.95,not exist,0.005
,R08209,1-Hydroxy-2-methyl-2-butenyl 4-diphosphate + NADH + H+ = Isopentenyl diphosphate + NAD+ + H2O,C11811 + C00004 + C00080 <=> C00129 + C00003 + C00001,False,ispH,1.17.1.2,rn00900,
,R08210,Dimethylallyl diphosphate + NAD+ + H2O =1-Hydroxy-2-methyl-2-butenyl 4-diphosphate + NADH + H+,C11811 + C00004 + C00080 <=> C00235 + C00003 + C00001,False,ispH,1.17.1.2,rn00900,
,R08220,Capecitabine + H2O = 5'-Deoxy-5-fluorocytidine + 1-Pentanol + CO2,C12650 + C00001 <=> C16635 + C16834 + C00011,False,,3.1.1.1,not exist,
,R08221,5'-Deoxy-5-fluorocytidine + H2O = 5'-Deoxy-5-fluorouridine + NH3,C16635 + C00001 <=> C12739 + C00014,True,,3.5.4.5,rn00983,
,R08222,5'-Deoxy-5-fluorouridine + Orthophosphate = 5-FU +5-Deoxyribose-1-phosphate,C12739 + C00009 <=> C07649 + C16637,True,deoA,2.4.2.4,rn00983,
,R08227,"5,6-Dihydro-5-fluorouracil + H2O =alpha-Fluoro-beta-ureidopropionic acid",C16630 + C00001 <=> C16631,True,,3.5.2.2,rn00983,
,R08230,5-FU + 2-Deoxy-D-ribose 1-phosphate = 5-Fluorodeoxyuridine +Orthophosphate,C07649 + C00672 <=> C11736 + C00009,True,deoA,2.4.2.4,rn00983,
,R08231,5-FU + 5-Phospho-alpha-D-ribose 1-diphosphate = 5-Fluorouridinemonophosphate + Diphosphate,C07649 + C00119 <=> C16634 + C00013,True,pyrE,2.4.2.10,not exist,3.2
,R08232,5-Fluorouridine + ATP = 5-Fluorouridine monophosphate + ADP,C16633 + C00002 <=> C16634 + C00008,True,,2.7.1.48,rn00983,
,R08237,6-Mercaptopurin + 5-Phospho-alpha-D-ribose 1-diphosphate =6-Thioinosine-5'-monophosphate + Diphosphate,C02380 + C00119 <=> C04646 + C00013,True,,2.4.2.8,rn00983,
,R08238,6-Methylmercaptopurine + 5-Phospho-alpha-D-ribose 1-diphosphate =6-Methylthiopurine 5'-monophosphate ribonucleotide + Diphosphate,C16614 + C00119 <=> C16615 + C00013,True,,2.4.2.8,rn00983,
,R08240,6-Thioinosine-5'-monophosphate + NAD+ + H2O = 6-Thioxanthine5'-monophosphate + NADH + H+,C04646 + C00003 + C00001 <=> C16618 + C00004 + C00080,True,complement(NZ_AEYC01000095.1:54758..55888) or NZ_AEYC01000016.1:20370..21809,1.1.1.205,not exist,0.0217
,R08243,6-Mercaptopurine ribonucleoside triphosphate + H2O =6-Thioinosine-5'-monophosphate + Diphosphate,C16617 + C00001 <=> C04646 + C00013,True,,3.6.1.19,not exist,
,R08244,6-Thioxanthine 5'-monophosphate + ATP + L-Glutamine + H2O =6-Thioguanosine monophosphate + AMP + Diphosphate + L-Glutamate,C16618 + C00002 + C00064 + C00001 <=> C16619 + C00020 + C00013 + C00025,True,guaA,6.3.5.2,not exist,0.43
,R08245,Thioguanine + 5-Phospho-alpha-D-ribose 1-diphosphate =6-Thioguanosine monophosphate + Diphosphate,C07648 + C00119 <=> C16619 + C00013,True,,2.4.2.8,rn00983,
,R08248,Acetyl-CoA + Isoniazid = CoA + N-Acetylisoniazid,C00024 + C07054 <=> C00010 + C07585,True,,2.3.1.5,rn00983,14.3
,R08250,"Acetyl-CoA + Acetylhydrazine = CoA + N,N'-Diacetylhydrazine",C00024 + C07447 <=> C00010 + C16622,True,,2.3.1.5,rn00983,14.3
,R08255,"Irinotecan + H2O = SN-38 + 1,4'-Bipiperidine-1'-carboxylic acid",C16641 + C00001 <=> C11173 + C16836,True,,3.1.1.1,rn00983,0.01
,R08256,Irinotecan = APC,C16641 <=> C16542,True,,1.14.14.1,rn00983,
,R08258,NPC + H2O = SN-38 + 4-Amino-1-piperidinecarboxylic acid,C16543 + C00001 <=> C11173 + C16837,True,,3.1.1.1,rn00983,
,R08267,Tamoxifen + NADPH + Oxygen + H+ = Hydroxytamoxifen + NADP+ + H2O,C07108 + C00005 + C00007 + C00080 <=> C05011 + C00006 + C00001,False,,1.14.14.1,rn00982,0.43
,R08268,Tamoxifen = N-Desmethyltamoxifen,C07108 <=> C16546,True,,1.14.14.1,rn00982,
,R08269,Hydroxytamoxifen = 4-Hydroxy-N-desmethyltamoxifen,C05011 <=> C16547,True,,1.14.14.1,rn00982,
,R08270,N-Desmethyltamoxifen + NADPH + Oxygen + H+ =4-Hydroxy-N-desmethyltamoxifen + NADP+ + H2O,C16546 + C00005 + C00007 + C00080 <=> C16547 + C00006 + C00001,False,,1.14.14.1,rn00982,0.43
,R08271,Tamoxifen + NADPH + Oxygen + H+ = alpha-Hydroxytamoxifen + NADP+ +H2O,C07108 + C00005 + C00007 + C00080 <=> C16544 + C00006 + C00001,False,,1.14.14.1,rn00982,0.43
,R08272,"N-Desmethyltamoxifen = N,N-Didesmethyltamoxifen",C16546 <=> C16548,True,,1.14.14.1,rn00982,
,R08274,N-Desmethyltamoxifen + NADPH + H+ + Oxygen =alpha-Hydroxy-N-desmethyltamoxifen + H2O + NADP+,C16546 + C00005 + C00080 + C00007 <=> C16549 + C00001 + C00006,False,,1.14.14.1,rn00982,0.43
,R08275,Cyclophosphamide anhydrous + NADPH + H+ + Oxygen =4-Hydroxycyclophosphamide + NADP+ + H2O,C07888 + C00005 + C00080 + C00007 <=> C07643 + C00006 + C00001,False,,1.14.14.1,rn00982,0.43
,R08276,Cyclophosphamide anhydrous = Dechloroethylcyclophosphamide +Chloroacetaldehyde,C07888 <=> C16550 + C06754,True,,1.14.14.1,rn00982,
,R08277,4-Hydroxycyclophosphamide = 4-Ketocyclophosphamide,C07643 <=> C07644,True,,1.14.14.1,rn00982,
,R08280,Aldophosphamide + Glutathione = 4-Glutathionyl cyclophosphamide +H2O,C07645 + C00051 <=> C11583 + C00001,True,,2.5.1.18,not exist,0.00098
,R08281,Aldophosphamide + NADH + H+ = Alcophosphamide + NAD+,C07645 + C00004 + C00080 <=> C16551 + C00003,True,,1.1.1.1,not exist,0.36
,R08285,Ifosfamide + NADPH + H+ + Oxygen = 4-Hydroxyifosfamide + NADP+ +H2O,C07047 + C00005 + C00080 + C00007 <=> C16553 + C00006 + C00001,False,,1.14.14.1,rn00982,0.43
,R08286,Ifosfamide = Dechloroethylcyclophosphamide + Chloroacetaldehyde,C07047 <=> C16550 + C06754,True,,1.14.14.1,rn00982,
,R08287,Ifosfamide = 2-Dechloroethylifosfamide + Chloroacetaldehyde,C07047 <=> C16555 + C06754,True,,1.14.14.1,rn00982,
,R08293,Lidocaine = Monoethylglycinexylidide,C07073 <=> C16561,True,,1.14.14.1,rn00982,
,R08294,Lidocaine + NADPH + Oxygen + H+ = 3-Hydroxylidocaine + NADP+ + H2O,C07073 + C00005 + C00007 + C00080 <=> C16560 + C00006 + C00001,False,,1.14.14.1,rn00982,0.43
,R08295,"Monoethylglycinexylidide + H2O = 2,6-Dimethylaniline +N-Ethylglycine",C16561 + C00001 <=> C11004 + C11735,True,,3.1.1.1,not exist,
,R08300,"Lidocaine + H2O = 2,6-Dimethylaniline + N,N-Diethylglycine",C07073 + C00001 <=> C11004 + C16647,True,,3.1.1.1,not exist,
,R08303,Felbamate + NADPH + H+ + Oxygen = p-Hydroxyfelbamate + NADP+ + H2O,C07501 + C00005 + C00080 + C00007 <=> C16584 + C00006 + C00001,False,,1.14.14.1,rn00982,0.43
,R08304,Felbamate + NADPH + H+ + Oxygen = 2-Hydroxyfelbamate + NADP+ + H2O,C07501 + C00005 + C00080 + C00007 <=> C16582 + C00006 + C00001,False,,1.14.14.1,rn00982,0.43
,R08306,"2-Phenyl-1,3-propanediol monocarbamate + NAD+ =3-Carbamoyl-2-phenylpropionaldehyde + NADH + H+",C16586 + C00003 <=> C16587 + C00004 + C00080,True,,1.1.1.1,not exist,
,R08310,"4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one + NAD+ =5-Phenyl-1,3-oxazinane-2,4-dione + NADH + H+",C16595 + C00003 <=> C16596 + C00004 + C00080,True,,1.1.1.1,not exist,
,R08312,"Carbamazepine + NADPH + H+ + Oxygen = Carbamazepine-10,11-epoxide+ NADP+ + H2O",C06868 + C00005 + C00080 + C00007 <=> C07496 + C00006 + C00001,False,,1.14.14.1,rn00982,0.43
,R08313,Carbamazepine + NADPH + H+ + Oxygen = 3-Hydroxycarbamazepine +NADP+ + H2O,C06868 + C00005 + C00080 + C00007 <=> C16602 + C00006 + C00001,False,,1.14.14.1,rn00982,0.43
,R08318,2-Hydroxycarbamazepine = 2-Hydroxyiminostilbene,C16601 <=> C16604,True,,1.14.14.1,rn00982,
,R08324,Valproic acid = 2-n-Propyl-4-pentenoic acid,C07185 <=> C16648,True,,1.14.14.1,rn00982,
,R08325,Valproic acid + NADPH + H+ + Oxygen = 4-Hydroxyvalproic acid +NADP+ + H2O,C07185 + C00005 + C00080 + C00007 <=> C16649 + C00006 + C00001,False,,1.14.14.1,rn00982,0.43
,R08326,Valproic acid + NADPH + H+ + Oxygen = 5-Hydroxyvalproic acid +NADP+ + H2O,C07185 + C00005 + C00080 + C00007 <=> C16650 + C00006 + C00001,False,,1.14.14.1,rn00982,0.43
,R08327,Valproic acid + NADPH + H+ + Oxygen = 3-Hydroxyvalproic acid +NADP+ + H2O,C07185 + C00005 + C00080 + C00007 <=> C16651 + C00006 + C00001,False,,1.14.14.1,rn00982,0.43
,R08339,"Methadone = 2-Ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine",C07163 <=> C16659,True,,1.14.14.1,rn00982,
,R08340,"2-Ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine =2-Ethyl-5-methyl-3,3-diphenyl-1-pyrroline",C16659 <=> C16660,True,,1.14.14.1,rn00982,
